database_identifier	chemical_formula	smiles	inchi	metabolite_identification	mass_to_charge	fragmentation	modifications	charge	retention_time	taxid	species	database	database_version	reliability	uri	search_engine	search_engine_score	smallmolecule_abundance_sub	smallmolecule_abundance_stdev_sub	smallmolecule_abundance_std_error_sub	id	blank	standard	1_Location_Staakov_(n.7)_Genotype_Bojos_Field_A	2_Location_Staakov_(n.7)_Genotype_Kangoo_Field_B	3_Location_Kujavy_(n.12)_Genotype_Kangoo_Field_A	4_Location_Staakov_(n.7)_Genotype_Kangoo_Field_B	5_Location_Kujavy_(n.12)_Genotype_Bojos_Field_A	6_Location_Kujavy_(n.12)_Genotype_Sebastian_Field_B	7_Location_Staakov_(n.7)_Genotype_Bojos_Field_A	8_Location_Kujavy_(n.12)_Genotype_Sebastian_Field_B	9_Location_Staakov_(n.7)_Genotype_Sebastian_Field_A	10_Location_Lipa_(n.4)_Genotype_Sebastian_Field_B	11_Location_Kujavy_(n.12)_Genotype_Bojos_Field_A	12_Location_Staakov_(n.7)_Genotype_Sebastian_Field_B	13_Location_Kujavy_(n.12)_Genotype_Kangoo_Field_A	14_Location_Lipa_(n.4)_Genotype_Sebastian_Field_B	15_Location_Lipa_(n.4)_Genotype_Bojos_Field_A	16_Location_Lipa_(n.4)_Genotype_Kangoo_Field_B	17_Location_Lipa_(n.4)_Genotype_Kangoo_Field_A	18_Location_Vysoka¡_(n.6)_Genotype_Sebastian_Field_B	19_Location_Lipa_(n.4)_Genotype_Bojos_Field_A	20_Location_Vysoka¡_(n.6)_Genotype_Sebastian_Field_B	21_Location_Vysoka¡_(n.6)_Genotype_Bojos_Field_A	22_Location_Vysoka¡_(n.6)_Genotype_Kangoo_Field_B	23_Location_Vysoka¡_(n.6)_Genotype_Bojos_Field_A	24_Location_Vysoka¡_(n.6)_Genotype_Kangoo_Field_B	25_Location_Chrlice_(n.10)_Genotype_Sebastian_Field_A	26_Location_Chrastava_(n.2)_Genotype_Kangoo_Field_A	27_Location_Chrastava_(n.2)_Genotype_Bojos_Field_A	28_Location_Chrastava_(n.2)_Genotype_Sebastian_Field_A	29_Location_Chrastava_(n.2)_Genotype_Bojos_Field_B	30_Location_Chrastava_(n.2)_Genotype_Sebastian_Field_B	31_Location_Chrastava_(n.2)_Genotype_Kangoo_Field_B	32_Location_Krasne udoli_(n.8)_Genotype_Sebastian_Field_A	33_Location_Krasne udoli_(n.8)_Genotype_Kangoo_Field_A	34_Location_Krasne udoli_(n.8)_Genotype_Bojos_Field_B	35_Location_Krasne udoli_(n.8)_Genotype_Kangoo_Field_B	36_Location_Krasne udoli_(n.8)_Genotype_Bojos_Field_A	37_Location_Krasne udoli_(n.8)_Genotype_Sebastian_Field_B	38_Location_Zatec_(n.3)_Genotype_Bojos_Field_A	39_Location_Zatec_(n.3)_Genotype_Kangoo_Field_A	40_Location_Zatec_(n.3)_Genotype_Sebastian_Field_A	41_Location_Zatec_(n.3)_Genotype_Bojos_Field_B	42_Location_Zatec_(n.3)_Genotype_Sebastian_Field_B	43_Location_Zatec_(n.3)_Genotype_Kangoo_Field_B	44_Location_Tursko_(n.1)_Genotype_Bojos_Field_A	45_Location_Tursko_(n.1)_Genotype_Sebastian_Field_A	46_Location_Tursko_(n.1)_Genotype_Kangoo_Field_A	47_Location_Tursko_(n.1)_Genotype_Sebastian_Field_B	48_Location_Tursko_(n.1)_Genotype_Bojos_Field_B	49_Location_Tursko_(n.1)_Genotype_Kangoo_Field_B	50_Location_Chrlice_(n.10)_Genotype_Kangoo_Field_B	51_Location_Chrlice_(n.10)_Genotype_Sebastian_Field_A	52_Location_Chrlice_(n.10)_Genotype_Bojos_Field_B	53_Location_Chrlice_(n.10)_Genotype_Kangoo_Field_A	54_Location_Chrlice_(n.10)_Genotype_Bojos_Field_A	55_Location_Uhersky ostroh_(n.11)_Genotype_Kangoo_Field_A	56_Location_Uhersky ostroh_(n.11)_Genotype_Kangoo_Field_B	57_Location_Uhersky ostroh_(n.11)_Genotype_Bojos_Field_A	58_Location_Uhersky ostroh_(n.11)_Genotype_Sebastian_Field_A	59_Location_Uhersky ostroh_(n.11)_Genotype_Sebastian_Field_B	60_Location_Uhersky ostroh_(n.11)_Genotype_Bojos_Field_B	61_Location_Verovany_(n.9)_Genotype_Kangoo_Field_A	62_Location_Verovany_(n.9)_Genotype_Sebastian_Field_A	63_Location_Verovany_(n.9)_Genotype_Bojos_Field_B	64_Location_Verovany_(n.9)_Genotype_Kangoo_Field_B	65_Location_Verovany_(n.9)_Genotype_Sebastian_Field_B	66_Location_Verovany_(n.9)_Genotype_Bojos_Field_A	67_Location_Caslav_(n.5)_Genotype_Sebastian_Field_A	68_Location_Caslav_(n.5)_Genotype_Bojos_Field_B	69_Location_Caslav_(n.5)_Genotype_Kangoo_Field_A	70_Location_Caslav_(n.5)_Genotype_Bojos_Field_A	71_Location_Caslav_(n.5)_Genotype_Kangoo_Field_B	72_Location_Caslav_(n.5)_Genotype_Sebastian_Field_B
CHEBI:16813	C6H14O6	OC[C@H](O)[C@@H](O)[C@@H](O)[C@H](O)CO	InChI=1S/C6H14O6/c7-1-3(9)5(11)6(12)4(10)2-8/h3-12H,1-2H2/t3-,4+,5+,6-	Dulcitol	614.31565		TMS	1	21.306	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	94.8				Dulcitol, 6TMS	80708	80708	45826966.56	59290239.62	58217467.73	39385155.47	76865681.04	53882934.71	40840514	50963850.32	34427330.91	31426379.03	56123561.09	31121752.86	52569287.47	32882084.41	42755717.23	49080194.99	45622790.63	48329852.74	53228502.73	39686485.44	47881362.81	62033620.7	48487765.03	73695113.57	31430773.21	58638986.36	55096035.62	55706101	62726778.57	50130797.99	54106914.77	35714188.99	33261381.88	40557555.67	34569877.37	80708	24034333.77	64602477.43	49805344684	60625377.11	2470565964	7108407411	40903655.74	34565497548	80708	75429063.96	31580491741	78597453.25	80708	2723194115	40557555.67	80708	50574966.35	38074111.13	72354734.35	82116108.17	78591321.22	67505010.08	61052473.22	50663728.48	25356841.05	28132462.54	38049243.31	37866926.62	29626656.09	35338861.89	30656517.92	31324087.79	29598899.74	28498753.3	35444147.43	80708
CHEBI:16443	C6H12O6			D-Tagatose	540.26047		TMS	1	20.698	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	90.6				D-(-)-Tagatose, 5TMS derivative	80708	80708	2309833.296	5481319.845	3407746.008	11153240.27	1962353.938	1587694.153	2949178	1698107.038	2447694.465	2863070.171	1876889.2	1264411.517	266.3918619	1697045.745	1368853.149	5205520.438	4003357.745	1824879.052	2459289.935	4774367.879	1783597.43	2493782.112	271.8760584	1707192.719	4618721.794	9513008.853	3464935.858	5622778.157	2497951.112	5941921.884	8353482.8	4934646.429	2680103.685	5282823.31	2884955.72	173038506.7	55507467.27	18045358.45	2366609270	36582481.98	594849771.1	324334007.3	61478188.45	5098899992	232769675.8	261.5287905	539760359.3	331792.5026	883141305.9	390252914.5	5282823.31	231101593.1	2624327.431	2280289.929	4067159.953	2753013.195	1032487.188	2983575.085	651133.8368	40204861.37	48626745.56	1194627.634	4660744.78	1864231.464	1963951.679	1269376.145	1716889.203	830882.9962	1594740.203	1136212.956	3004330.379	396328349.7
CHEBI:16988	C5H10O5			D-Ribose	467.23693		TMS, MOX	1	18.227	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	97.5				D-Ribose, 4TMS 1MOX	80708	80708	51220207.2	52414663.32	59859484.92	42010887	46351091.72	36149612.68	45791140	38988244.9	40840179.28	36883074.57	44951353.44	39938781.12	42099820.9	41832530.22	47436771.55	52995144.74	35487947.67	25268407.54	40379488.98	25596043.45	40159820.39	47520145.01	35173061.25	46655333.31	45019602.85	44110757.97	37577942.55	27127141.28	38246505.87	28310439.47	41196875.1	23016594.11	35855674.77	70691886.59	52090352.1	80708	18008957.19	25614457.94	10965583028	26768348.86	1362679492	80708	24428190.72	6110737469	80708	41479975.08	6130396535	44355107.99	80708	80708	70691886.59	80708	33648213.22	28925824.09	31471647.97	30771015.83	38637447.86	35310992.61	32089236.68	28940732.61	29282121.64	28529000.53	33088362.92	37948838.66	39333059.83	34719661	30130097.91	35519469.64	36473312.28	34414510.67	39292778.18	80708
CHEBI:17521	C7H12O6	O[C@@H]1C[C@@](O)(C[C@@H](O)[C@H]1O)C(O)=O	InChI=1S/C7H12O6/c8-3-1-7(13,6(11)12)2-4(9)5(3)10/h3-5,8-10,13H,1-2H2,(H,11,12)/t3-,4-,5-,7+/m1/s1	Quinic acid	552.26047		TMS	1	20.383	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	91.1				L-Quinic acid, 5TMS	80708	80708	9076894.871	5850666.115	5325513.39	4536610.79	5576782.612	5924518.789	10708381	5368452.946	6850052.652	8331880.157	5907051.744	5426708.02	4121977.355	7150352.623	5027738.357	4307234.301	4337833.989	5436958.979	11158921.2	3919564.705	5751127.04	4977493.796	3968905.484	4050881.735	7918376.348	6687484.971	7768200.482	5339868.155	5459779.262	3978934.42	4906534.681	3213933.599	5965122.349	10596364.21	8058183.547	9361850.653	4492448.821	4953503.644	80708	4585610.64	4442424.607	80708	3805644.322	22672542.6	80708	5120113.798	80708	5220390.305	80708	80708	10596364.21	80708	7086437.728	6430753.827	8373127.627	7713612.275	8929588.858	10923096.04	9740115.416	7183024.3	4784909.006	7063377.126	6086086.187	6966792.51	8940163.534	5517865.249	16964274.08	7404010.554	5920560.608	7884197.247	5380734.994	80708
CHEBI:17113	C4H10O4	OC[C@H](O)[C@H](O)CO	InChI=1S/C4H10O4/c5-1-3(7)4(8)2-6/h3-8H,1-2H2/t3-,4+	Erythritol	410.21547		TMS	1	16.004	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	98.3				Erythritol, 4TMS	80708	80708	10688337.23	7460343.796	3404911.382	7278568.271	4197163.131	3636331.769	12335992	3467430.784	7282852.077	2187728.076	5191711.832	9235377.556	2926144.287	2192685.549	7039055.726	2379983.125	2202551.828	4427316.742	3430746.475	6042835.864	4531982.855	6434732.232	5263557.23	10598719.42	4918300.854	4551319.14	3557008.447	4111826.735	2737716.753	2619036.622	2439722.491	3024328.279	6280846.06	7074951.304	8376954.747	80708	2689071.323	3233427.527	456886270.8	3073644.287	144311411.9	80708	3870258.525	439097638.9	80708	3404775.52	422791962.2	4275891.329	80708	80708	7074951.304	80708	7870541.98	8136222.628	10076184.75	8934473.182	13180884.99	9296540.848	11458863.67	9918191.155	5917741.21	6614305.918	4557536.551	4797009.796	5776212.766	6829536.514	12367045.81	8217621.939	7997709.301	8072533.616	8566568.487	80708
CHEBI:16467	C6H14N4O2	N[C@@H](CCCNC(N)=N)C(O)=O	InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1	L-Arginine	390.22971		TMS	1	20.005	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	97				L-Arginine, 3TMS	80708	80708	1287719.723	816513.0047	1110056.751	932873.105	1189124.569	1316965.885	1727724	744269.2868	1422606.142	1220873.932	1726030.657	960723.2413	716434.7101	861972.3174	1155592.478	1236400.138	948969.0322	3244305.416	1195904.376	3753015.979	2303870.153	2588280.648	2070047.163	2440916.109	934376.813	1087608.224	1313345.157	1351787.76	1118195.826	670356.7171	761462.9227	1755307.253	2181381.348	263.2051872	390.6470401	80708	265003.7685	258654.8131	40082683.74	139595.1712	1110465.643	186981045.1	192593.349	13149852.66	126442944.1	1248751.543	27259903.04	880331.7399	469859881	165680249.7	263.2051872	80708	581124.6676	590896.7553	447983.0699	467756.0966	855774.5698	669454.5779	729474.4527	335808.4196	533769.3488	538545.0772	472729.4952	870092.8722	627838.1624	1207283.239	608684.0728	501531.9743	281949.1922	517473.1189	428639.2041	80708
CHEBI:22211	C6H6O6	OC(=O)CC(=CC(O)=O)C(O)=O	InChI=1S/C6H6O6/c7-4(8)1-3(6(11)12)2-5(9)10/h1H,2H2,(H,7,8)(H,9,10)(H,11,12)	Aconitic acid	390.13447		TMS	1	19.106	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	97.7				Aconitic acid,(Z)-, 3TMS derivative	80708	80708	379242.1937	238982.5833	184535.4121	224997.957	176262.5337	267294.8292	258786	272593.2038	495092.0474	278315.8164	183729.8738	369663.9569	137294.4353	278862.3994	305.9503147	204999.8936	274242.0918	371787.4376	299919.4033	302490.3716	235296.801	203086.4957	151047.9698	235829.9419	254613.372	183679.472	234652.407	277381.7445	234407.5141	243506.0445	165523.2202	329501.1226	190817.3253	167951.7461	142851.4238	30191725.68	380559.8449	311556.7581	19648105.02	500588.0902	700181.2423	11701611.84	323529.929	21113896.04	50527726.01	231955.5884	17269959.92	281173.7819	47135313.25	85819683.66	167951.7461	66668572.8	298240.6535	345440.8717	251081.7946	250532.9315	361018.9233	460040.8371	308219.0899	517135.9463	243181.7291	494140.6042	334871.2361	226031.6563	273903.5916	289859.17	589041.5518	478186.4223	417548.2619	475100.0438	392650.3299	79567674.06
CHEBI:25627	C18H32O2			Octadecadienoic acid	352.27921		TMS	1	24.117	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	GMD	2018	MSI:1		CompoundDiscoverer 3.3	95.6				M000557_A231003-101-xxx_NA_2213,18_PRED_VAR5_ALK_Octadecadienoic acid, n-, 1TMS	80708	80708	2785844.256	3276129.94	3478621.3	3115280.083	2993262.79	2040080.075	2507388	2292116.637	2144262.512	2252859.535	1743334.072	1436596.479	2068473.852	2862440.712	1881933.036	3045433.666	1945249.576	1416152.321	2287582.048	1726426.704	1535985.401	1888638.933	2103821.028	2006392.666	2607840.103	3511090.466	4268569.801	4687536.051	4022706.311	6074617.98	3762937.558	3188759.377	3990057.414	3027280.781	5094699.734	80708	5080794.888	3753311.213	133214564.2	5150558.784	47503402.4	80708	4875457.942	70255246.43	80708	5502432.297	76920932.31	7361348.145	1708677.354	7598233.421	3027280.781	1948757.015	307.6825971	1557283.037	2403744.436	1882890.965	2024934.736	2147872.12	2072927.028	2130508.751	2678761.046	2417926.074	2382165.537	2905875.014	3613350.015	3792648.617	2276795.798	3670926.445	2841670.984	3685376.397	4039482.012	3823917.002
CHEBI:15971	C6H9N3O2	N[C@@H](Cc1c[nH]cn1)C(O)=O	InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1	L-Histidine	371.18751		TMS	1	21.062	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	97.4				L-Histidine, 3TMS	80708	80708	38620914.99	37919444.36	35921996.95	59433241.12	39831743.81	66480761.03	94510765	29290040.57	69531630.68	50493758.15	68468071.53	30720650.49	25587099.92	35617069.25	40183216.84	76507552.83	72580051.33	125527476.7	38425787.18	121372605.5	61138344.42	101282656.8	54970044.65	104306006.6	86056837.64	22917702.28	13819546.63	23699272.84	11953534.02	3064686.498	8359635.214	55699629.92	82655968.77	6139.390014	1321.448012	80708	7389.565698	42546.01018	80708	59714.65014	13095.37883	80708	5165.949378	80708	80708	316630.6465	80708	104247.4028	80708	80708	6139.390014	80708	26868.83215	44330.19024	45801.97531	50591.81217	4976252.395	11847386.41	5786802.986	6885325.144	39252930.2	20357474.28	31815948.88	56670481.34	36889912.87	41322545.14	9897434.07	13402846.01	16822864.9	13550423.86	11376958.1	80708
CHEBI:16643	C5H11NO2S	CSCC[C@H](N)C(O)=O	InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1	L-Methionine	293.12955		TMS	1	16.158	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	96.5				L-Methionine, 2TMS	80708	80708	40290589.05	22707004.81	66627549.24	34281137.29	20111529.72	53317249.17	57116733	32208897.61	55501992.55	30627237.87	46560911.58	35374265.08	13914269.26	34037635.33	21293484.05	22430198.98	22471856.4	72922397.48	22796370.79	72404101.97	32678055.78	42930223.66	26253753.22	36756013.32	38828870.96	16546477.29	14399935.91	21384357.76	13378616.31	11461878.4	11461930.32	36569642.57	30133367.97	34678470.42	25474675.43	80708	10471957.11	17670515.16	80708	9538734.523	13095.37883	80708	16419707.18	80708	80708	19305571	80708	19600680.25	80708	80708	34678470.42	749196.1283	12584167.47	12382817.54	8523924.948	8011281.435	22586798.19	20294257.98	11851579.83	13362128.82	30888218.91	25678515.16	14253469.36	32737479.85	23907861.81	28084670.57	21043649.61	13785057.45	11224819.42	14716165.2	19130848.9	487852.8238
CHEBI:16015	C5H9NO4	N[C@@H](CCC(O)=O)C(O)=O	InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1	L-Glutamic acid	291.13166		TMS	1	16.339	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	GMD	2018	MSI:1		CompoundDiscoverer 3.3	95.6				M000036_A154002-101-xxx_NA_1528,2_TRUE_VAR5_ALK_Glutamic acid, 2TMS	80708	80708	2990131.637	1781499.898	16799997.29	1650031.662	1569524.27	4146622.95	119	3357431.566	2721811.497	2883253.884	3354091.17	1471279.799	2005974.391	3731050.506	3447167.59	246.8645869	3143798.478	197.2510117	4576111.673	2966060.732	4411836.533	3597200.157	2884031.835	2267971.822	1861352.809	3166278.983	6435263.97	5020651.75	6090337.996	5871143.08	7634795.005	4850786.041	3407948.895	5037105.269	390.6470401	53347710.65	3780574.313	1043153.288	80708	216500.9579	13095.37883	37120963.3	366.4923988	80708	80708	8688991.638	80708	7254402.258	80708	1045763291	5037105.269	351536753.2	6205653.472	5086730.33	5188416.137	3754482.686	1042116.411	3268395.483	2617779.218	68615.12492	25884.92047	114465.1489	252.3406766	669985.272	588860.7713	836711.1551	1261718.198	150204.2006	102253.3158	63624.10171	32447.25553	257470936.6
CHEBI:17115	C3H7NO3	N[C@@H](CO)C(O)=O	InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1	L-Serine	249.1211		TMS	1	12.105	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	95.9				L-Serine, 2TMS derivative	80708	80708	565844.8103	179816.5602	1117448.978	320273.0701	184357.3658	765498.5313	280045	401731.7336	440592.7415	328432.7263	509607.7702	176742.4275	102156.912	527288.4898	335539.217	231525.5427	336556.3469	183629.3742	219003.1069	178398.0263	201085.3174	237853.3824	259671.0278	133266.256	180423.5406	200025.7984	166760.7782	144325.1355	179201.7297	130099.0983	253974.3404	167607.248	102540.0033	3459647.426	3024090.37	23900939.23	533473.6616	864437.5996	80708	1076790.995	13095.37883	80708	490723.7613	80708	80708	782089.4711	80708	1119909.304	161416	7546198	3459647.426	9840728.793	913197.7188	442485.5435	462055.2903	380964.2058	51006.5642	379861.305	334317.1829	727886.9406	1277420.498	984939.488	740280.1621	652327.2819	847468.4449	311177.0899	401357.4977	432924.1692	802547.068	429671.3275	591730.2067	80708
CHEBI:16857	C4H9NO3	C[C@@H](O)[C@H](N)C(O)=O	InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1	L-Threonine	263.13675		TMS	1	12.74	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	96.7				L-Threonine, 2TMS derivative	80708	80708	2926896.258	862989.3384	5260183.475	1514461.501	162.8846319	2583709.77	986300	1279716.672	203.7520236	1261212.588	2357825.097	507923.5309	535860.3315	2455098.156	2306217.193	1251328.069	276.263692	1153565.953	2115249.271	1014712.874	2057135.302	1920529.548	1182675.55	1169332.877	767755.7561	1017314.57	2227773.825	1314852.16	1955657.213	1824024.023	2527107.529	1367531.834	1264248.604	25377465.89	26291002.36	80708	7059249.323	12326848.03	80708	15256234.21	13095.37883	80708	8158703.999	80708	80708	5309895.447	80708	10461194.91	80708	80708	25377465.89	80708	12058903.58	5277945.806	5446017.932	4068328.105	363667.5726	3551347.2	2893143.482	12314552.51	27279674.75	16636850.23	14211971.35	12467158.72	6910942.303	5110328.344	5621218.68	214.5925683	16621331.53	7313594.665	11371386.25	20887150.29
CHEBI:17964	C6H11NO2	OC(=O)C1CCCCN1	InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)	Pipecolinic acid	273.15748		TMS	1	13.893	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	98.7				Pipecolinic acid, 2TMS	80708	80708	738519.0743	1931257.784	1139767.231	1055415.397	6173960.397	3287205.69	2527262	4328071.196	1453820.635	2587723.506	1408985.035	2732947.757	5393376.187	2692708.037	956821.5165	2253511.741	3171583.021	3721848.498	1840443.235	4678042.198	1543401.412	2036535.481	1089326.538	2712521.817	6209135.203	1773060.365	850966.3621	1779111.805	1422365.414	1515822.437	838414.3872	2253577.308	1194823.336	131868.8953	11430.04302	80708	144222.0143	19871.36024	80708	39294.7746	13095.37883	80708	34485.34128	80708	80708	952522.295	80708	218475.3588	80708	80708	131868.8953	208946.6589	42635.71493	108651.6826	140793.581	108802.4133	6181251.819	1371424.215	337352.2367	57479.5939	47264.13316	58827.53503	74478.84111	1523489.328	589777.7187	357241.4225	454408.5784	151292.1761	20718.15348	64674.89328	61662.91856	80708
CHEBI:16196	C18H34O2	CCCCCCCC\C=C/CCCCCCCC(O)=O	InChI=1S/C18H34O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h9-10H,2-8,11-17H2,1H3,(H,19,20)/b10-9-	Oleic acid	354.29486		TMS	1	24.174	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	95.6				Oleic acid, 1TMS	80708	80708	174486.6323	180972.158	224276.4766	168340.0107	174182.4168	147744.0054	122174	165937.5085	143728.4216	265785.1504	165231.625	122054.813	185932.7855	190692.0537	161534.5104	213776.8641	170949.8058	175765.2027	205235.0607	290053.5347	262194.9384	220346.9086	178360.4916	180321.8924	188596.4277	349024.694	343979.9372	365820.1862	339306.9074	373483.3643	347161.1079	298301.985	316878.3888	209108.7799	366954.2167	3396114.983	298931.6349	233599.516	80708	321279.1677	2855916.652	1704825.481	381203.085	80708	80708	338710.995	2337427.846	240436.7093	5478937.764	5331506.763	209108.7799	6374284.898	221313.6602	195871.5692	274232.6012	195716.0232	201776.6885	222999.1748	201370.8725	153447.6994	189420.7404	162940.4061	152879.2168	192920.4815	288.6246358	221269.6556	157334.1187	162076.5565	156716.401	161389.4457	179828.1113	8007114.779
CHEBI:15729	C5H12N2O2	NCCC[C@H](N)C(O)=O	InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1	L-Ornithine	348.20791		TMS	1	17.45	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	96.4				L-Ornithine, 2TMS	80708	80708	416983.7132	407482.4561	185861.0259	651231.454	934846.9723	453113.5255	2105842	275144.6626	892470.3325	711017.9542	711906.0557	759067.7207	244218.0147	247102.674	405489.3751	580910.7304	255848.3469	1511605.642	218989.4482	2547386.75	683523.0981	1231907.75	696333.3695	1241906.786	529630.3298	433123.6083	72071.28231	232050.033	59348.319	314.3584813	392.7669633	417327.0776	651154.4827	54507.21383	390.6470401	80708	175.6764675	300.864142	80708	326.0162227	13095.37883	80708	142552.7956	80708	80708	198957.7583	80708	119325.2568	80708	80708	54507.21383	8052446.577	142030.9391	199965.2297	161418.7453	142116.3057	1174892.218	163191.8426	128521.1556	98989.78674	328441.2354	297545.6741	178489.5663	702652.7493	492526.6572	986642.6049	311950.6988	252616.9584	85028.99735	292876.8534	267722.6907	8381215.385
CHEBI:62064	C4H10O2	CC(O)C(C)O	InChI=1S/C4H10O2/c1-3(5)4(2)6/h3-6H,1-2H3	2,3-Butanediol	234.14658		TMS	1	7.437	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	95.7				2,3-Butanediol, 2TMS derivative	80708	80708	327533.9163	164180.972	2544623.433	420217.7444	48414.11904	202277.5853	588819	32823.48909	229762.5154	95202.75631	243.5066223	70912.11338	767590.6818	67047.80559	62280.84231	324051.5701	149121.724	852711.273	79219.19342	3680287.692	222.6916961	1959689.387	1049245.639	1545701.82	67717.07856	129.2786093	346584.5148	2447825.789	99084.72004	8464232.384	577328.1593	1754100.686	9856286.112	99830.1149	12562247.46	80708	2172755.396	148192.3046	133815581.2	8884.924045	5876733.911	80708	75838.43143	80708	80708	529304.137	29741674.04	118265.3489	80708	80708	99830.1149	80708	154885.9391	131348.3603	233363.8643	74423.99479	206953.5939	193245.4794	135277.8889	107714.5327	1674686.093	267803.721	581474.9519	255045.9585	183833.7011	466714.0355	1482039.468	409619.2397	652863.6046	235001.7575	278455.1948	80708
CHEBI:30830	C4H8O3	OCCCC(O)=O	InChI=1S/C4H8O3/c5-3-1-2-4(6)7/h5H,1-3H2,(H,6,7)	4-Hydroxybutanoic acid	248.12585		TMS	1	11.778	NCBITAXON:http://purl.bioontology.org/ontology/NCBITAXON/4513	Hordeum vulgare	NIST	2014	MSI:1		CompoundDiscoverer 3.3	93				4-Hydroxybutanoic acid, 2TMS derivative	1159311.621	80708	388735.6389	421572.87	361622.2905	376524.179	264013.2913	437301.1804	314447	369504.8208	431920.992	575708.6272	508780.2604	485069.0939	654162.3371	563965.7039	643545.3243	550565.0732	564871.4958	661605.7621	556719.7581	597104.8685	601466.8697	600676.5467	907879.8856	650829.5717	636948.0968	787031.2189	1285280.448	987082.3436	1313696.006	1225938.604	916591.8458	1253201.001	966576.4267	1165231.04	2255171.603	80708	862348.3744	554650.2092	80708	541446.1715	42272557.3	80708	770854.6165	80708	113479555.3	697151.808	80708	502833.2929	37233699.83	49637543.89	1165231.04	48978696.89	727323.5957	821596.4761	817407.6811	630754.4446	319554.6309	346482.1292	338365.3255	232653.0587	247986.2181	308932.7521	196875.6609	323234.6507	340959.5275	289832.9608	471001.3924	314211.2072	327064.5198	384853.3601	363798.517	92658792.04
